"Date","Operator","AC_Type","Location","Fatalities","Registration"
"May 6, 1959","","Curtiss C-46 Commando","Belém-Val de Cans-Júlio Cezar Ribeiro, Pará",3,"PP-BTA"
"May 6, 1959","","De Havilland DH.104 Dove","Cardiff, Glamorgan",4,"G-ALEC"
"May 5, 1959","","Avro 652 Anson","Colerne AFB, Wiltshire",0,"TX189"
"May 2, 1959","Austria-Flugdienst","Douglas C-47 Skytrain (DC-3)","Palma de Majorca, Balearic Islands",5,"OE-FDA"
"Apr 30, 1959","","Douglas C-47 Skytrain (DC-3)","Poitiers, Vienne",0,"F-BAII"
"Apr 29, 1959","","Lisunov LI-2","Severny Island, Arkhangelsk oblast",0,"CCCP-04209"
"Apr 29, 1959","","Lisunov LI-2","Severny Island, Arkhangelsk oblast",0,"CCCP-04209"
"Apr 25, 1959","","Douglas C-47 Skytrain (DC-3)","Kerman, Kermanshah",0,"EP-ACL"
"Apr 24, 1959","","Lisunov LI-2","Berdsk, Novosibirsk oblast",5,"CCCP-84595"
"Apr 24, 1959","","Avro 652 Anson","Roborough AFB, Devon",0,"VM308"
"Apr 23, 1959","","Avro 689 Tudor","Mt Süphan Dağı, Eastern Anatolia Region (Doğu Anadolu Bölgesi)",12,"G-AGRH"
"Apr 21, 1959","","Grumman HU-16 (SA-16) Albatross","Porto Alegre, Rio Grande do Sul",2,"6536"
"Apr 17, 1959","","Curtiss C-46 Commando","Bahía Kino, Sonora",26,"XA-MIS"
"Apr 15, 1959","","Antonov AN-2","Russia, All Russia",0,"CCCP-L5569"
"Apr 13, 1959","","Lockheed P-2 Neptune","China Lake AFB, California",0,"122984"
"Apr 13, 1959","","Morane-Saulnier M.S.760 Paris","Toulon-Hyères-Le Palyvestre, Var",3,"12"
"Apr 11, 1959","","Douglas C-47 Skytrain (DC-3)","Lisbon, Estremadura - Lisbon District",11,"6150"
"Apr 10, 1959","","Boeing 377 Stratocruiser","Juneau, Alaska",0,"N1033V"
"Apr 10, 1959","","De Havilland DH.104 Dove","Río Cuarto, Córdoba",0,"T-68"
"Apr 9, 1959","","Martin P5M-2 Marlin","Jeju, Jeju (제주도)",10,"135535"
"Apr 8, 1959","","Scottish Aviation Twin Pioneer","Aden, 'Adan (عدن)",0,"XM287"
"Apr 8, 1959","","Scottish Aviation Twin Pioneer","Aden-Khormaksar, 'Adan (عدن)",0,"XM288"
"Apr 2, 1959","","Lockheed L-1049 Super Constellation","Argentia NAS, Newfoundland & Labrador",1,"141303"
"Apr 1, 1959","","Douglas C-118 Liftmaster","Orting, Washington",4,"53-3250"
"Mar 31, 1959","","Douglas C-47 Skytrain (DC-3)","Naples, Campania",4,"17241"
"Mar 31, 1959","Haiti Air Force -  Corps d'Aviation Haïti","Douglas C-47 Skytrain (DC-3)","Port-au-Prince, West",0,"5878"
"Mar 31, 1959","","Boeing KC-135 Stratotanker","Killeen, Texas",4,"58-0002"
"Mar 31, 1959","","Douglas C-124 Globemaster II","Incirlik AFB (Adana), Mediterranean Region (Akdeniz Bölgesi)",4,"51-5201"
"Mar 30, 1959","","Curtiss C-46 Commando","Alma, Georgia",2,"N7840B"
"Mar 29, 1959","","Lockheed L-1049 Super Constellation","Argentia NAS, Newfoundland & Labrador",0,"141332"
"Mar 29, 1959","","Douglas C-47 Skytrain (DC-3)","Silchar, Assam",24,"VT-CGI"
"Mar 29, 1959","","Nord 2501 Noratlas","Boukpayanga, Lobaye",9,"F-BGZB"
"Mar 27, 1959","","Beechcraft C-45 Expeditor","Velletri, Lazio",3,"MM61737"
"Mar 15, 1959","","Convair CV-240","Chicago-Midway, Illinois",0,"N94273"
"Mar 14, 1959","Gold Belt Air Service","Noorduyn Norseman","Allard River, Quebec",1,"CF-QAA"
"Mar 13, 1959","","Bristol 170 Freighter","Mahón, Balearic Islands",1,"EC-ADH"
"Mar 12, 1959","","Curtiss C-46 Commando","Charagua, Santa Cruz",0,"CP-552"
"Mar 12, 1959","","Douglas C-47 Skytrain (DC-3)","Tobu, Nagaland",5,"VT-CYH"
"Mar 10, 1959","","Noorduyn Norseman","Ottawa, Ontario",0,"CF-HAD"
"Mar 10, 1959","","Consolidated PBY-5A Catalina","Curralinho, Pará",23,"6513"
"Mar 5, 1959","","Fletcher FU-24","Dargaville, Northland Regional Council",0,"ZK-BIY"
"Mar 5, 1959","","Vickers Viscount","Managua, Managua City District",15,"YS-09C"
"Mar 5, 1959","Baade Flugzeuge","Baade 152","Dresden-Klotzsche, Saxony",4,"DM-ZYA"
"Mar 4, 1959","","Douglas C-47 Skytrain (DC-3)","Dibrugarh-Mohanbari, Assam",0,"HJ243"
"Mar 1, 1959","","Douglas C-47 Skytrain (DC-3)","Prado, Bahia",18,"2060"
"Feb 28, 1959","","Lockheed C-121 Super Constellation","Prescott, Arizona",5,"54-4069"
"Feb 25, 1959","","De Havilland DH.85 Leopard Moth","Schwarzsee, Fribourg",3,"HB-UAB"
"Feb 25, 1959","","Lockheed 5 Vega","Los Mochis, Sinaloa",0,"XB-BUT"
"Feb 24, 1959","","De Havilland DHC-4 Caribou","Udora, Ontario",0,"CF-LKI-X"
"Feb 20, 1959","","Douglas DC-7","San Francisco, California",0,"N740PA"
"Feb 18, 1959","Southern Cross Airways","Curtiss C-46 Commando","Belén, Región de Arica y Parinacota",5,"N68823"
"Feb 18, 1959","Trans Island Airways - New Zealand","Lockheed 10 Electra","Christchurch, Canterbury Regional Council",0,"ZK-BUT"
"Feb 17, 1959","","Vickers Viscount","London-Gatwick, West Sussex",14,"TC-SEV"
"Feb 11, 1959","","Short S.25 Sunderland","Montevideo, Montevideo City District",0,"LV-AHG"
"Feb 9, 1959","Jokai Assam Tea Company","De Havilland DH.89 Dragon Rapide","Dibrugarh-Mohanbari, Assam",2,"VT-ARY"
"Feb 7, 1959","","Fletcher FU-24","Puhoi, Auckland Council",0,"ZK-BHX"
"Feb 4, 1959","","Lockheed P-2 Neptune","Richmond AFB, New South Wales",8,"A89-308"
"Feb 4, 1959","","Lisunov LI-2","Severo-Evensky, Magadan oblast",0,"CCCP-16192"
"Feb 3, 1959","","Lockheed L-188 Electra","New York-LaGuardia, New York",65,"N6101A"
"Feb 1, 1959","","Lockheed 18 LodeStar","Scottburgh, KwaZulu-Natal",0,"ZS-ASV"
"Feb 1, 1959","General Airways (USA)","Douglas DC-3","Kerrville, Texas",3,"N17314"
"Jan 31, 1959","","Beechcraft AT-11 Kansan","Kaktovik (Barter Island), Alaska",0,"N7332C"
"Jan 31, 1959","","Ilyushin II-12","Mirny Ice Station (Queen Mary Land), All Antarctica",0,"CCCP-04249"
"Jan 31, 1959","","Antonov AN-12","Vitebsk, Vitebsk voblast",6,"-"
"Jan 29, 1959","","Bristol 170 Freighter","Chaklala-Nur Khan AFB (Islamabad), Islamabad Capital Territory (وفاقی دارالحکومت)",7,"S4426"
"Jan 29, 1959","","Boeing B-52 Stratofortress","Castle AFB, California",0,"53-0371"
"Jan 28, 1959","","Douglas C-47 Skytrain (DC-3)","Mt Osorno, Región de Los Lagos",7,"952"
"Jan 27, 1959","","Avro 689 Tudor","Brindisi, Apulia",2,"G-AGRG"
"Jan 27, 1959","","Beechcraft AT-11 Kansan","Campo de Marte AFB (São Paulo), São Paulo",0,"1549"
"Jan 27, 1959","","Lisunov LI-2","Ust-Kara, Republic of Yamalia",0,"CCCP-N492"
"Jan 27, 1959","","Martin P5M-2 Marlin","Norfolk-Chambers Field NAS, Virginia",4,"135529"
"Jan 26, 1959","","Douglas C-47 Skytrain (DC-3)","Kuala Lumpur, Federal Territory of Kuala Lumpur",0,"KJ810"
"Jan 22, 1959","","Convair CV-240","Amman, Amman City District",10,"JY-ACB"
"Jan 21, 1959","","Curtiss C-46 Commando","Mérida, Mérida",4,"YV-C-LBI"
"Jan 20, 1959","","Beechcraft C18S","Kotzebue, Alaska",1,"N6674C"
"Jan 18, 1959","","Ilyushin II-14","Stalingrad, Volgograd oblast",25,"CCCP-41863"
"Jan 16, 1959","","Curtiss C-46 Commando","Mar del Plata, Buenos Aires province",51,"LV-GED"
"Jan 15, 1959","","Noorduyn Norseman","Nottingham Island, Nunavut",0,"CF-OBI"
"Jan 14, 1959","California Air Freight","Curtiss C-46 Commando","Panther Peak, California",2,"N1240N"
"Jan 14, 1959","","Vickers Valetta","Firq AFB, Ad Dakhiliyah Governorate",0,"VW817"
"Jan 12, 1959","","De Havilland DHC-2 Beaver","Stehekin, Washington",2,"53-2806"
"Jan 11, 1959","","Lockheed L-1049 Super Constellation","Rio de Janeiro-Galeão, Rio de Janeiro",36,"D-ALAK"
"Jan 11, 1959","","Douglas C-124 Globemaster II","Homer, Alaska",9,"50-0111"
"Jan 8, 1959","","Douglas DC-3","Mt Holston, Tennessee",10,"N18941"
"Jan 6, 1959","","Curtiss C-46 Commando","Rio de Janeiro-Santos Dumont, Rio de Janeiro",0,"PP-LDH"
"Jan 6, 1959","","Douglas C-47 Skytrain (DC-3)","Copán, Copán",5,"XH-SAA"
"Jan 5, 1959","","Avro 685 York","Brindisi, Apulia",0,"OD-ACE"
"Jan 4, 1959","","De Havilland DHC-3 Otter","Marble Point, All Antarctica",2,"144673"
"Jan 4, 1959","","Curtiss C-46 Commando","Moyobamba, San Martín",0,"OB-QAL-487"
"Dec 31, 1958","","Curtiss C-46 Commando","Peru, All Peru",0,"FAP652"
"Dec 31, 1958","Aero Service Corporation - USA","Boeing B-17 Flying Fortress","United States of America, All United States of America",0,"N5845N"
"Dec 30, 1958","","Ilyushin II-14","Khatanga, Krasnoyarsk Krai",16,"CCCP-04196"
"Dec 30, 1958","","Saab Scandia","Rio de Janeiro-Santos Dumont, Rio de Janeiro",21,"PP-SQE"
"Dec 29, 1958","Frigorifico Grigota","Boeing B-17 Flying Fortress","Uncía, Potosí",0,"CP-579"
"Dec 26, 1958","","Douglas DC-6","Harare, Harare Province",3,"F-BGTZ"
"Dec 24, 1958","","Lockheed L-749 Constellation","Vienna-Schwechat, Vienna",0,"F-BAZX"
"Dec 24, 1958","","Bristol Britannia","Winkton, Dorset",9,"G-AOVD"
"Dec 24, 1958","","Ilyushin II-12","Uralsk, West Kazakhstan",0,"CCCP-L1458"
"Dec 23, 1958","","Ilyushin II-14","Tashkent-Yuzhny, Tashkent Province (Toshkent viloyati)",21,"CCCP-61663"
"Dec 21, 1958","","Douglas C-47 Skytrain (DC-3)","Pistoia, Tuscany",5,"975"
"Dec 18, 1958","","De Havilland DH.104 Dove","Trincomalee-China Bay, Eastern Province (கிழக்கு மாகாணம்)",5,"CS-403"
"Dec 15, 1958","","Ilyushin II-14","Ulyanovsk, Ulyanovsk oblast",4,"CCCP-41843"
"Dec 15, 1958","","Lockheed L-1856 LearStar","Woonsocket, Rhode Island",7,"N37500"
"Dec 15, 1958","","Ilyushin II-12","Cherepovets, Vologda oblast",0,"CCCP-L1467"
"Dec 13, 1958","","Fairchild C-119 Flying Boxcar","Minozzo, Emilia-Romagna",0,"22128"
"Dec 11, 1958","","Avro 652 Anson","Gaydon AFB, Warwickshire",0,"VM352"
"Dec 10, 1958","","De Havilland DH.114 Heron","Jakarta, City District of Jakarta",0,"PK-GHP"
"Dec 9, 1958","","Boeing B-52 Stratofortress","Altus AFB, Oklahoma",8,"56-0633"
"Dec 9, 1958","","Avro 696 Shackleton","South China Sea, All World",11,"VP254"
"Dec 7, 1958","","Ilyushin II-14","Stalingrad, Volgograd oblast",1,"CCCP-L2096"
"Dec 7, 1958","Aerovias Madre de Dios","Lockheed P-2 Harpoon","Cuzco, Cuzco",3,"OB-WBO"
"Dec 5, 1958","","Noorduyn Norseman","Ansnes, Sør-Trøndelag",2,"R-AE"
"Dec 4, 1958","","SNCASE SE.161 Languedoc","Mt Mujer Muerta, Castile and León",21,"EC-ANR"
"Dec 2, 1958","","Vickers Viscount","Frimley, Surrey",6,"G-ANRR"
"Dec 1, 1958","","Douglas C-47 Skytrain (DC-3)","Isiro, Orientale",0,"K-18"
"Nov 29, 1958","","Douglas C-47 Skytrain (DC-3)","East Sale, Victoria",1,"A65-89"
"Nov 27, 1958","","De Havilland DHC-2 Beaver","Ocaña, Norte de Santander",0,"HK-183"
"Nov 25, 1958","","Max Holste M.H.1521M Broussard","Pyrenees Mountains, All France",5,"045"
"Nov 25, 1958","","Boeing KC-135 Stratotanker","Loring AFB, Maine",5,"56-3598"
"Nov 25, 1958","","Caudron C.440 Goéland","Pontoise-Cormeilles-en-Vexin, Val-d'Oise",0,"F-BAPQ"
"Nov 24, 1958","","Antonov AN-2","Anadyr, Chukotka okrug",0,"CCCP-L5676"
"Nov 22, 1958","","Grumman HU-16 (SA-16) Albatross","Lajes, Azores Islands",0,"7103"
"Nov 17, 1958","","Douglas C-124 Globemaster II","Augusta-Bush Field, Georgia",0,"51-0162"
"Nov 16, 1958","","Curtiss C-46 Commando","Fort Collins, Colorado",2,"N1301N"
"Nov 14, 1958","","Douglas C-47 Skytrain (DC-3)","Tangier-Boukhalef, Tangier-Tétouan",0,"CN-CCJ"
"Nov 13, 1958","","Avro 694 Lincoln","Manby AFB, Lincolnshire",0,"SX934"
"Nov 11, 1958","","Curtiss C-46 Commando","Buenos Aires-Ezeiza-Ministro Pistarini, Buenos Aires City",0,"LV-FTP"
"Nov 10, 1958","","Lockheed L-1049 Super Constellation","New York-Idlewild, New York",0,"N6503C"
"Nov 10, 1958","","Vickers Viscount","New York-Idlewild, New York",0,"CF-TGL"
"Nov 9, 1958","Aero Topografica","Martin PBM Mariner","Atlantic Ocean, All World",36,"CS-THB"
"Nov 8, 1958","","Douglas C-47 Skytrain (DC-3)","Bolivia, All Bolivia",3,"TAM-05"
"Nov 7, 1958","","Avia 14","Privetnoye, Autonomous Republic of Crimea",12,"CCCP-52024"
"Nov 5, 1958","","Rockwell Aero Commander 680","Puerto Salgar-Capitan Germán Olano Moreno, Cundinamarca",2,"FAC-552"
"Nov 4, 1958","","Bristol 170 Freighter","Le Touquet, Pas-de-Calais",0,"F-BHVB"
"Nov 3, 1958","","Douglas C-47 Skytrain (DC-3)","Roccatamburo, Umbria",8,"YE-AAB"
"Nov 2, 1958","","Lisunov LI-2","Grakhovo, Republic of Udmurtia",4,"CCCP-84624"
"Nov 1, 1958","","Vickers Viscount","Antilla, Holguín",17,"CU-T603"
"Oct 22, 1958","","Douglas C-47 Skytrain (DC-3)","Harrisburg-Intl, Pennsylvania",6,"43-48300"
"Oct 22, 1958","","Vickers Viscount","Anzio, Lazio",31,"G-ANHC"
"Oct 22, 1958","","De Havilland DHC-3 Otter","Ross Sea, All Antarctica",0,"142427"
"Oct 21, 1958","","Percival P.66 Pembroke","Esbjerg, Syddanmark",4,"69-695"
"Oct 19, 1958","","Douglas C-47 Skytrain (DC-3)","Blantyre, Southern Region",6,"476560/F-RAST"
"Oct 19, 1958","Bohman Airways","Noorduyn Norseman","North Spirit Lake, Ontario",1,"CF-DRG"
"Oct 18, 1958","","Lockheed L-1049 Super Constellation","Argentia NAS, Newfoundland & Labrador",11,"141294"
"Oct 18, 1958","","Beechcraft C18S","Peterborough, Ontario",2,"1420"
"Oct 17, 1958","","Tupolev TU-104","Kanash, Republic of Chuvashia",80,"CCCP-42362"
"Oct 17, 1958","Deutsche Flugdienst","Vickers Viking","Kamershoek, East Flanders",0,"D-BELA"
"Oct 17, 1958","","De Havilland DHC-2 Beaver","Nose Mountain, Alberta",3,"52-6070"
"Oct 16, 1958","","Douglas C-124 Globemaster II","Cape Hallett, All Antarctica",7,"52-1017"
"Oct 16, 1958","","Avro 691 Lancastrian","La Paz-El Alto, La Paz",3,"T-66"
"Oct 16, 1958","","Lisunov LI-2","Sukpay, Khabarovsk Krai",0,"CCCP-65708"
"Oct 15, 1958","","Fairchild C-123 Provider","Mitchel AFB (Long Island), New York",1,"54-0614"
"Oct 15, 1958","","Douglas C-47 Skytrain (DC-3)","Okarben, Hesse",0,"43-15295"
"Oct 15, 1958","","Douglas C-47 Skytrain (DC-3)","Villamontes, Tarija",20,"TAM-03"
"Oct 14, 1958","","Lockheed L-1049 Super Constellation","Mt Alto del Cedro (Serranía de Perijá), Zulia",23,"YV-C-ANC"
"Oct 14, 1958","","De Havilland DHC-2 Beaver","Lauterbach, Hesse",0,"-"
"Oct 13, 1958","","Max Holste M.H.1521M Broussard","Meftah, Blida",0,"017/F-SFZI"
"Oct 10, 1958","","Lisunov LI-2","Kuybyshev, Samara oblast",4,"CCCP-84733"
"Oct 9, 1958","","Fairchild C-123 Provider","Payette, Idaho",19,"55-4521"
"Oct 8, 1958","","Avro 652 Anson","Matheson Point, Nunavut",0,"CF-FJL"
"Oct 6, 1958","Aviation de la Force Publique","De Havilland DH.104 Dove","Mt Nyamuragira, Nord-Kivu",0,"D-12"
"Oct 5, 1958","","Casa 352","Buendía, Castile-La Mancha",6,"-"
"Sep 29, 1958","","Avro 685 York","Mediterranean Sea, All World",5,"OD-ADB"
"Sep 29, 1958","","Lockheed P-2 Neptune","Key West, Florida",10,"131461"
"Sep 26, 1958","","De Havilland DH.104 Dove","Port Harcourt, Rivers",0,"VR-NAY"
"Sep 25, 1958","","Douglas C-47 Skytrain (DC-3)","Coral Harbour, Nunavut",0,"CF-TET"
"Sep 24, 1958","","De Havilland DH.104 Dove","Khaneh, West Azerbaijan",0,"EP-ACF"
"Sep 22, 1958","","Convair CV-240","Brasília, Distrito Federal",0,"PP-VCK"
"Sep 22, 1958","","Douglas C-47 Skytrain (DC-3)","Barreiras, Bahia",3,"PP-NAR"
"Sep 21, 1958","","De Havilland DH.86 Express","Madrid-Barajas, Madrid",0,"G-ACZP"
"Sep 19, 1958","Boreal Airways","Noorduyn Norseman","Tom River, Quebec",0,"CF-GOP"
"Sep 19, 1958","","Ilyushin II-12","Lazo, Khabarovsk Krai",28,"CCCP-L3904"
"Sep 19, 1958","","De Havilland DHC-2 Beaver","Phoenix-Papago Park, Arizona",4,"-"
"Sep 19, 1958","","Lockheed C-130 Hercules","Triel-sur-Seine, Yvelines",6,"56-0526"
"Sep 18, 1958","","Douglas C-47 Skytrain (DC-3)","Giresun, Black Sea Region (Karadeniz Bölgesi)",9,"CBK-081"
"Sep 17, 1958","","Douglas C-124 Globemaster II","Tinker AFB, Oklahoma",1,"51-0165"
"Sep 16, 1958","","Curtiss C-46 Commando","Medellín-Enrique Olaya Herrera, Antioquia",0,"HK-514"
"Sep 16, 1958","","Boeing B-52 Stratofortress","Inver Grove Heights, Minnesota",7,"55-0065"
"Sep 15, 1958","","Noorduyn Norseman","Nakina, Ontario",1,"CF-BSJ"
"Sep 10, 1958","","Martin PBM Mariner","Abadan, Khuzestan",10,"16-303"
"Sep 9, 1958","","Lockheed L-1049 Super Constellation","Mt Ōyama, Kantō",8,"N6920C"
"Sep 9, 1958","","Douglas C-47 Skytrain (DC-3)","Elmendorf-Richardson AFB (JBER), Alaska",13,"43-15345"
"Sep 8, 1958","","Douglas C-54 Skymaster","Chennai, Tamil Nadu",0,"VT-DIA"
"Sep 8, 1958","","Consolidated PBY-5A Catalina","Pozo, California",2,"-"
"Sep 8, 1958","","Boeing B-52 Stratofortress","Fairchild AFB (Spokane), Washington",8,"56-0661"
"Sep 8, 1958","","Boeing B-52 Stratofortress","Fairchild AFB (Spokane), Washington",5,"56-0681"
"Sep 7, 1958","","Ilyushin II-14","Aktyubinsk, Aktobe",27,"CCCP-L1692"
"Sep 5, 1958","","Avia 14","Jõhvi, Ida-Virumaa",1,"CCCP-L2048"
"Sep 5, 1958","","Curtiss C-46 Commando","Campina Grande, Paraíba",14,"PP-LDX"
"Sep 2, 1958","Independent Air Travel","Vickers Viking","London-Heathrow, London Metropolis",7,"G-AIJE"
"Sep 2, 1958","","Douglas C-124 Globemaster II","Philippines Sea, All World",19,"52-1081"
"Sep 2, 1958","","Lockheed C-130 Hercules","Talin, Aragatsotn",17,"56-0528"
"Aug 31, 1958","Aéroclub de Saint Étienne de Saint Geoirs","Caudron C.280 Phalène","Grenoble, Isère",4,"F-AMVR"
"Aug 30, 1958","","Handley Page HPR-7 Dart Herald","Godalming, Surrey",0,"G-AODE"
"Aug 29, 1958","","De Havilland DHC-2 Beaver","High Lake, Northwest Territories",4,"CF-GIX"
"Aug 28, 1958","","Douglas DC-6","Minneapolis-Saint Paul, Minnesota",0,"N575"
"Aug 25, 1958","","Grumman G-21A Goose","Anaktuvuk Pass, Alaska",3,"N720"
"Aug 25, 1958","Servicios Aéreos de Chiapas","Avro 652 Anson","Yajalón, Chiapas",6,"XB-YUZ"
"Aug 25, 1958","Servicios Aéreos de Chiapas","Avro 652 Anson","Yajalón, Chiapas",11,"XB-YUB"
"Aug 21, 1958","","Airspeed AS.10 Oxford","Florennes AFB, Namur",0,"O-12"
"Aug 20, 1958","","Grumman G-21A Goose","Eldred Rock, Alaska",1,"N4774C"
"Aug 20, 1958","","Avro 652 Anson","Cambridge Bay, Nunavut",0,"CF-FOF"
"Aug 19, 1958","","Douglas C-47 Skytrain (DC-3)","Navegantes, Santa Catarina",0,"PP-CDI"
"Aug 16, 1958","Cuban Air Force - Fuerza Aérea del Ejército de Cuba (1952-1961)","Rockwell Aero Commander 560","Guantánamo Bay NAS, Guantánamo",0,"128"
"Aug 15, 1958","","Convair CV-240","Nantucket, Massachusetts",25,"N90670"
"Aug 15, 1958","","De Havilland DH.114 Heron","Saint Peter-La Villiaze, Channel Islands",0,"G-AMYU"
"Aug 15, 1958","","Tupolev TU-104","Chita, Zabaykalsky Krai",64,"CCCP-L5442"
"Aug 14, 1958","","Lockheed L-1049 Super Constellation","Atlantic Ocean, All World",99,"PH-LKM"
"Aug 13, 1958","","Douglas C-47 Skytrain (DC-3)","Trelew, Chubut",12,"T-19"
"Aug 12, 1958","","Douglas C-53 Skytrooper (DC-3)","Shimoda, Chūbu",33,"JA5045"
"Aug 11, 1958","","Lockheed P-2 Neptune","Ontario, California",0,"140434"
"Aug 11, 1958","","Douglas DC-4","Belém, Pará",10,"PP-LEQ"
"Aug 11, 1958","","Beechcraft C-45 Expeditor","Hägernäs, Uppland",0,"45002"
"Aug 11, 1958","","Avro 685 York","Dhahran, ash-Sharqīyah (الشرقية‎)",0,"OD-ACJ"
"Aug 9, 1958","","Vickers Viscount","Benghazi, Benghazi (بنغازي)",36,"VP-YNE"
"Aug 9, 1958","Aklavik Import & Export Company","Lockheed P-2 Harpoon","Fort Yukon, Alaska",1,"N7457C"
"Aug 6, 1958","","Vickers Valetta","Leeming AFB, North Yorkshire",0,"WJ467"
"Aug 6, 1958","","De Havilland DHC-2 Beaver","Okanagan Falls, British Columbia",3,"CF-FHW"
"Aug 5, 1958","","Miles M.57 Aerovan","Göynük, Black Sea Region (Karadeniz Bölgesi)",0,"TC-BIS"
"Jul 29, 1958","","Boeing B-52 Stratofortress","Loring AFB, Maine",1,"55-0093"
"Jul 29, 1958","","Noorduyn Norseman","Bamfield (Vancouver Island), British Columbia",0,"CF-OBM"
"Jul 28, 1958","","Boeing B-17 Flying Fortress","La Paz-El Alto, La Paz",0,"CP-623"
"Jul 25, 1958","Parson's Airways","Noorduyn Norseman","Kenora, Ontario",0,"CF-BZM"
"Jul 21, 1958","","De Havilland DH.83 Fox Moth","Mauser Lake, Quebec",0,"CF-BFI"
"Jul 17, 1958","","Curtiss C-46 Commando","Ciudad Trujillo, Distrito Nacional",2,"HI-16"
"Jul 17, 1958","","Douglas C-47 Skytrain (DC-3)","Río Cuarto, Córdoba",0,"T-22"
"Jul 15, 1958","","Nord 2501 Noratlas","Böcklweiher, Bavaria",6,"AS+575"
"Jul 12, 1958","","Avro 652 Anson","Cranfield AFB, Bedfordshire",0,"VM359"
"Jul 10, 1958","Television Associates of Indiana","Beechcraft AT-11 Kansan","Tabriz, East Azerbaijan",0,"N54TA"
"Jul 9, 1958","","Douglas C-47 Skytrain (DC-3)","Dhaka, Dhaka",3,"VT-CYM"
"Jul 8, 1958","Fairey Air Surveys","Avro 652 Anson","Maidenhead, Berkshire",0,"G-ANWW"
"Jul 8, 1958","","Noorduyn Norseman","Mendi, Southern Highlands",1,"VH-GSA"
"Jul 7, 1958","","Short S.25 Sunderland","Dakar, Dakar Region",4,"27.F.3"
"Jul 6, 1958","Cuban Air Force - Fuerza Aérea del Ejército de Cuba (1952-1961)","Consolidated PBY-5A Catalina","Preston, Holguín",5,"-"
"Jul 4, 1958","","Avro 652 Anson","Chivenor AFB, Devon",0,"VV362"
"Jul 4, 1958","","Douglas C-124 Globemaster II","Pacific Ocean, All World",6,"50-0107"
"Jul 2, 1958","","Antonov AN-2","Inta, Republic of Komi",4,"CCCP-L3803"
"Jun 28, 1958","","Hurel-Dubois/Miles HDM.105 Aerovan","Shoreham-by-Sea, West Sussex",0,"G-AHDM"
"Jun 27, 1958","","De Havilland DH.104 Dove","San Luis, San Luis",0,"T-98"
"Jun 27, 1958","","Boeing KC-135 Stratotanker","Westover AFB, Massachusetts",15,"56-3599"
"Jun 27, 1958","","Douglas C-118 Liftmaster","Azerbaijan, All Azerbaijan",0,"51-3822"
"Jun 27, 1958","","Antonov AN-2","Byelaya Noch, Magadan oblast",2,"CCCP-L5643"
"Jun 26, 1958","","Curtiss C-46 Commando","Puerto Colombia, Atlántico",0,"HK-391"
"Jun 25, 1958","","Douglas C-47 Skytrain (DC-3)","Damroh, Arunachal Pradesh",5,"VT-COJ"
"Jun 24, 1958","","Avro 652 Anson","Hemswell AFB, Lincolnshire",0,"PH545"
"Jun 23, 1958","","Beechcraft C18S","Okanogan National Forest, Washington",4,"N164Z"
"Jun 19, 1958","","Curtiss C-46 Commando","Stuttgart-Echterdingen, Baden-Württemberg",0,"LX-LAA"
"Jun 19, 1958","","De Havilland DH.104 Dove","Wigram AFB (Christchurch), Canterbury Regional Council",0,"NZ1809"
"Jun 18, 1958","","Nord 2501 Noratlas","Blida, Blida",0,"73"
"Jun 17, 1958","H.J. O'Connell Supplies","Grumman G-21A Goose","Montreal-Dorval, Quebec",0,"CF-EXA"
"Jun 17, 1958","Lineas Aéreas del Caribe - LIDCA","Fairchild C-82 Packet","Santo Domingo, Táchira",3,"HK-930"
"Jun 16, 1958","","Convair CV-440 Metropolitan","Curitiba, Paraná",21,"PP-CEP"
"Jun 13, 1958","","Douglas A-26 Invader","Parnamirim AFB (Natal), Rio Grande do Norte",3,"5154"
"Jun 12, 1958","","Airspeed AS.10 Oxford","Liège, Liège",0,"O-11"
"Jun 10, 1958","","Douglas DC-6","Ilha Grande, Rio de Janeiro",0,"LV-ADV"
"Jun 9, 1958","","Ilyushin II-12","Magadan, Magadan oblast",24,"CCCP-L1364"
"Jun 8, 1958","","Lockheed L-414 Hudson","Lae, Morobe",3,"VH-AGG"
